lat,long,actual,predicted,residual,resid_pct,sqft,grade,age
47.5293,-122.274,299000,218919,80080,26.8,1510,6,60
47.5382,-121.86,809000,1049047,-240047,-29.7,4630,9,9
47.5527,-121.992,735000,722739,12260,1.7,2820,9,11
47.6954,-122.022,785000,898939,-113939,-14.5,3310,9,5
47.7237,-122.181,370000,332473,37526,10.1,1370,7,43
47.744,-121.976,515000,768553,-253553,-49.2,3020,8,12
47.6828,-122.186,999000,898107,100892,10.1,3130,10,2
47.7267,-122.232,491500,612316,-120816,-24.6,2100,8,36
47.3059,-122.368,207500,55631,151868,73.2,1170,6,49
47.5571,-122.216,992000,953475,38524,3.9,2950,10,49
47.3768,-122.149,139500,182307,-42807,-30.7,1230,7,32
47.6747,-122.191,895000,786827,108172,12.1,2850,9,17
47.2721,-122.293,360000,456317,-96317,-26.8,2610,8,27
47.6703,-122.204,611900,818459,-206559,-33.8,1220,8,69
47.7772,-122.387,536000,801267,-265267,-49.5,2650,8,50
47.7498,-122.184,455000,647450,-192450,-42.3,2090,8,26
47.5373,-121.87,543500,527411,16088,3.0,2550,8,17
47.6454,-121.978,550000,663197,-113197,-20.6,1890,8,37
47.6769,-122.328,796000,589184,206815,26.0,2110,8,14
47.5796,-121.998,845000,1050687,-205687,-24.3,3350,11,23
47.5942,-122.135,495000,454492,40507,8.2,1940,7,59
47.5129,-122.388,665900,828058,-162158,-24.4,2870,8,89
47.6569,-122.346,533000,444067,88932,16.7,1280,8,11
47.5709,-122.401,400000,306269,93730,23.4,1050,7,63
47.4232,-122.292,147200,191492,-44292,-30.1,1420,6,61
47.4253,-122.043,276500,418102,-141602,-51.2,2380,7,55
47.4562,-122.33,278000,571295,-293295,-105.5,2400,8,51
47.7172,-122.361,379400,571721,-192321,-50.7,2120,7,65
47.5524,-122.382,435000,458072,-23072,-5.3,1980,8,8
47.742,-122.325,290000,262108,27891,9.6,1010,6,68
47.3299,-122.269,280000,194817,85182,30.4,1550,7,15
47.4118,-122.089,320000,230167,89832,28.1,1510,7,39
47.5936,-122.301,595000,528125,66874,11.2,1560,7,108
47.6025,-122.303,549000,717993,-168993,-30.8,2330,7,115
47.5357,-122.28,395000,234039,160960,40.7,1200,6,66
47.6812,-122.113,550000,503370,46629,8.5,2150,7,49
47.7271,-122.228,540000,597885,-57885,-10.7,2570,8,6
47.5868,-122.033,659000,703247,-44247,-6.7,2510,9,19
47.5464,-122.088,777000,977176,-200176,-25.8,3610,10,12
47.7039,-122.36,685000,659008,25991,3.8,2310,9,2
47.7522,-122.338,442500,574709,-132209,-29.9,2400,7,18
47.617,-122.288,1325000,837442,487557,36.8,2360,8,102
47.3816,-122.153,490000,807332,-317332,-64.8,3480,9,38
47.3525,-122.002,775000,1014218,-239218,-30.9,3750,10,10
47.4973,-122.346,369950,320580,49369,13.3,1930,7,1
47.4302,-122.095,1500000,1585157,-85157,-5.7,6550,11,9
47.3986,-122.166,300000,274078,25921,8.6,2090,7,8
47.3386,-122.272,284200,226940,57259,20.1,1570,7,38
47.4672,-122.006,532000,463327,68672,12.9,1910,8,38
47.2613,-122.302,236000,55960,180039,76.3,1090,7,21
47.5296,-122.375,400375,323217,77157,19.3,1690,6,69
47.5392,-122.228,850000,609374,240625,28.3,2350,8,54
47.5728,-122.163,732000,688446,43553,5.9,2360,9,41
47.7611,-122.372,825000,1227661,-402661,-48.8,3400,8,60
47.747,-122.301,259950,275327,-15377,-5.9,770,6,67
47.3126,-122.361,234000,254939,-20939,-8.9,1480,7,47
47.4961,-122.235,240000,483240,-243240,-101.4,1920,8,60
47.5786,-122.287,2500000,1679911,820088,32.8,5620,11,99
47.5452,-122.379,464000,560996,-96996,-20.9,1630,7,103
47.531,-122.047,500000,400383,99616,19.9,1670,8,15
47.6716,-122.264,1130000,826224,303775,26.9,2370,9,66
47.4335,-122.338,567500,759579,-192079,-33.8,2570,8,62
47.5751,-122.049,682000,610075,71924,10.5,2450,8,35
47.7702,-122.066,950000,1100351,-150351,-15.8,4530,9,12
47.7262,-122.282,860000,1297954,-437954,-50.9,4500,8,47
47.5747,-122.008,495000,473978,21021,4.2,1800,8,26
47.7074,-121.364,155000,147473,7526,4.9,1300,7,2
47.7291,-122.218,445000,545062,-100062,-22.5,1960,7,36
47.7133,-122.367,709000,778511,-69511,-9.8,2360,8,64
47.6956,-122.335,645000,745760,-100760,-15.6,2340,7,101
47.741,-122.314,242500,302237,-59737,-24.6,1020,6,74
47.7652,-122.31,315000,375085,-60085,-19.1,1390,7,33
47.335,-122.321,285000,448210,-163210,-57.3,1780,8,59
47.7379,-122.185,525000,612182,-87182,-16.6,2500,7,47
47.6506,-122.405,812000,801429,10570,1.3,2380,8,66
47.7737,-122.235,525000,650281,-125281,-23.9,2360,8,7
47.6117,-122.164,950000,775295,174704,18.4,2620,9,50
47.361,-122.116,225000,300482,-75482,-33.5,2220,7,49
47.5305,-122.371,190000,137356,52643,27.7,1190,6,64
47.5066,-122.377,380000,357962,22037,5.8,1400,7,67
47.349,-122.025,234000,15140,218859,93.5,1200,6,12
47.3504,-122.026,394000,365853,28146,7.1,2550,7,11
47.4016,-122.18,250000,203784,46215,18.5,1590,7,31
47.442,-122.282,259500,338708,-79208,-30.5,1650,7,58
47.715,-122.065,900000,1078695,-178695,-19.9,4130,9,30
47.6344,-122.174,849950,830658,19291,2.3,2990,8,42
47.3672,-122.019,299900,140299,159600,53.2,1580,7,4
47.3321,-122.323,298000,354136,-56136,-18.8,1620,8,53
47.5366,-122.268,462000,549897,-87897,-19.0,1710,8,87
47.3238,-122.14,179900,-39750,219650,122.1,1010,6,38
47.7511,-122.173,525000,766213,-241213,-45.9,2876,8,8
47.3293,-122.001,269950,194568,75381,27.9,1480,7,19
47.6318,-122.365,1248000,741945,506054,40.5,2310,9,9
47.4718,-122.009,550000,637670,-87670,-15.9,1900,9,38
47.2972,-122.348,409950,469175,-59225,-14.4,2655,8,2
47.7467,-122.319,304000,363696,-59696,-19.6,1280,6,68
47.4843,-121.719,718000,675099,42900,6.0,4060,8,20
47.3191,-122.339,275000,314289,-39289,-14.3,1860,7,44
47.5937,-121.982,865000,1009853,-144853,-16.7,3690,10,17
47.483,-122.026,490000,308117,181882,37.1,2020,7,20
47.6882,-122.306,650000,628131,21868,3.4,2110,7,73
47.7012,-122.166,405000,460965,-55965,-13.8,1430,7,55
47.2838,-122.006,369000,274283,94716,25.7,1820,7,46
47.7333,-122.302,336000,361099,-25099,-7.5,1060,6,64
47.3334,-122.289,213550,227579,-14029,-6.6,1580,7,25
47.6876,-122.049,600000,592749,7250,1.2,2090,8,28
47.7628,-122.354,352500,497798,-145298,-41.2,1470,7,62
47.6722,-122.381,519950,378459,141490,27.2,1170,8,1
47.5112,-122.167,253905,248217,5687,2.2,940,7,57
47.2979,-122.379,305000,237888,67111,22.0,1740,7,37
47.2629,-122.275,172500,72917,99582,57.7,1140,7,43
47.588,-122.118,561750,506993,54756,9.7,2040,7,53
47.4723,-121.746,275000,330358,-55358,-20.1,1480,8,28
47.3738,-122.161,370950,366022,4927,1.3,2529,7,3
47.6705,-122.34,1000000,1077880,-77880,-7.8,3350,8,103
47.6729,-122.38,575000,521102,53897,9.4,1320,7,87
47.3658,-122.037,358000,362700,-4700,-1.3,2460,8,4
47.5513,-121.998,395000,291124,103875,26.3,1210,8,1
47.7512,-122.295,420000,577380,-157380,-37.5,2170,7,53
47.4649,-122.034,440000,465483,-25483,-5.8,2800,7,37
47.634,-122.221,1650000,974458,675541,40.9,4040,9,53
47.7226,-122.227,415000,427199,-12199,-2.9,1900,7,54
47.5446,-122.016,669950,500300,169649,25.3,2330,8,1
47.4517,-122.204,400000,486013,-86013,-21.5,2393,8,3
47.473,-122.328,299950,387089,-87139,-29.1,1940,7,57
47.6409,-122.241,3640900,2188460,1452439,39.9,4830,11,25
47.6212,-122.296,399000,210375,188624,47.3,700,6,69
47.7269,-122.24,340000,342011,-2011,-0.6,1230,7,52
47.5496,-122.311,317000,532783,-215783,-68.1,2020,7,89
47.6426,-122.18,960000,1195523,-235523,-24.5,3430,10,36
47.288,-122.196,197000,123356,73643,37.4,1090,7,53
47.6039,-122.194,1700000,937350,762649,44.9,3810,10,1
47.6647,-122.149,458000,599029,-141029,-30.8,2150,8,38
47.7013,-122.35,575000,450122,124877,21.7,2020,6,67
47.676,-122.309,780000,833808,-53808,-6.9,3300,8,52
47.373,-122.179,490000,738534,-248534,-50.7,4480,7,12
47.561,-122.018,639000,710601,-71601,-11.2,1990,10,26
47.5254,-122.043,399950,194268,205681,51.4,1020,7,46
47.2587,-122.253,212000,122167,89832,42.4,1470,7,25
47.6646,-122.339,550000,517181,32818,6.0,980,7,105
47.7643,-122.295,415000,387245,27754,6.7,1160,7,26
47.5071,-122.255,239300,250405,-11105,-4.6,1070,7,63
47.6168,-122.298,815000,309904,505095,62.0,1400,7,29
47.4903,-122.166,294500,298019,-3519,-1.2,1760,7,10
47.4799,-122.232,287500,352429,-64929,-22.6,1760,6,79
47.6147,-122.3,260000,362093,-102093,-39.3,700,7,93
47.74,-122.093,400000,620456,-220456,-55.1,1760,8,48
47.7466,-122.076,482000,580250,-98250,-20.4,2230,8,37
47.6784,-122.304,663500,413593,249906,37.7,1310,7,69
47.6254,-122.292,553650,436576,117073,21.1,1360,8,18
47.6649,-122.08,775000,845736,-70736,-9.1,3310,9,10
47.7275,-122.232,445000,419395,25604,5.8,1630,7,29
47.3262,-122.334,215000,60227,154772,72.0,1280,6,51
47.7347,-121.976,334000,448961,-114961,-34.4,1840,7,26
47.6387,-122.177,1003000,913877,89122,8.9,3150,9,46
47.5248,-122.365,330000,400572,-70572,-21.4,1740,8,7
47.746,-122.218,625000,816531,-191531,-30.6,2990,9,8
47.3375,-122.123,210000,-107565,317565,151.2,1200,5,47
47.6854,-122.291,526000,373927,152072,28.9,1680,7,23
47.5922,-122.207,2750000,1690715,1059284,38.5,6300,12,11
47.6732,-122.29,680000,828349,-148349,-21.8,2330,7,88
47.3817,-122.023,340000,324077,15922,4.7,2170,7,20
47.3279,-122.191,367500,576712,-209212,-56.9,3110,8,18
47.711,-122.353,415000,492557,-77557,-18.7,1510,7,76
47.7289,-122.201,495000,563428,-68428,-13.8,2020,7,47
47.6789,-122.363,772000,559350,212649,27.5,2110,8,15
47.6952,-122.39,650000,619351,30648,4.7,1910,7,75
47.318,-122.391,246000,277344,-31344,-12.7,1440,8,32
47.5395,-122.21,1900000,1862742,37257,2.0,3020,10,99
47.5595,-122.129,625000,548930,76069,12.2,2100,8,37
47.6903,-122.38,515000,505165,9834,1.9,1690,7,85
47.7626,-122.312,367500,637865,-270365,-73.6,1930,8,55
47.2929,-122.371,240000,211855,28144,11.7,1510,7,46
47.7407,-122.183,500000,609202,-109202,-21.8,2350,7,43
47.735,-122.201,443000,526720,-83720,-18.9,1920,7,26
47.6218,-122.209,1150000,816256,333743,29.0,2850,8,61
47.457,-122.189,333000,467113,-134113,-40.3,2750,8,7
47.5387,-122.215,1075000,733083,341916,31.8,2580,8,51
47.2981,-122.38,245000,215379,29620,12.1,1690,7,36
47.3429,-122.097,410000,419760,-9760,-2.4,2670,8,35
47.3182,-122.189,265000,334516,-69516,-26.2,2040,8,14
47.4969,-122.33,340000,451827,-111827,-32.9,2020,7,74
47.4939,-122.167,268000,160969,107030,39.9,1730,5,62
47.5751,-122.378,713414,1001468,-288054,-40.4,2830,9,61
47.3341,-122.052,310000,342667,-32667,-10.5,2540,7,9
47.6759,-122.161,760000,667151,92848,12.2,2850,8,17
47.4031,-122.201,244000,237217,6782,2.8,1540,7,35
47.3512,-122.135,391500,518444,-126944,-32.4,2424,9,1
47.3427,-122.278,349950,504736,-154786,-44.2,2796,8,2
47.3926,-122.166,295000,281208,13791,4.7,1800,7,40
47.6888,-122.199,776500,541890,234609,30.2,2290,7,50
47.6819,-122.311,603000,624628,-21628,-3.6,1700,7,89
47.6737,-122.283,659500,622258,37241,5.6,1820,8,58
47.6725,-122.396,500000,509546,-9546,-1.9,1440,7,109
47.7426,-121.976,620000,1094578,-474578,-76.5,3880,10,8
47.3341,-122.188,335000,431160,-96160,-28.7,2190,8,19
47.4734,-122.365,995000,1886646,-891646,-89.6,4380,9,47
47.319,-122.394,269000,337217,-68217,-25.4,1540,8,29
47.3636,-122.093,174950,62494,112455,64.3,1060,6,45
47.5351,-122.279,235000,312083,-77083,-32.8,1270,6,92
47.6755,-122.285,601000,534669,66330,11.0,1950,7,64
47.3689,-122.058,465000,618736,-153736,-33.1,3060,9,3
47.6353,-122.229,1225000,794101,430898,35.2,2740,9,31
47.5258,-122.378,356700,327848,28851,8.1,1090,7,73
47.7372,-122.2,560000,597533,-37533,-6.7,2410,7,37
47.7399,-122.3,285000,325891,-40891,-14.3,910,6,67
47.6644,-122.145,460000,371491,88508,19.2,1370,7,43
47.4842,-121.772,533112,511451,21660,4.1,2790,8,2
47.7678,-122.254,603500,1281974,-678474,-112.4,4060,9,38
47.7686,-122.348,415000,718020,-303020,-73.0,1570,8,85
47.3991,-121.964,267500,183120,84379,31.5,1090,7,48
47.6359,-122.052,745000,797371,-52371,-7.0,2970,9,20
47.4206,-122.155,279000,446397,-167397,-60.0,1020,7,111
47.3902,-122.049,295000,222582,72417,24.5,1570,7,22
47.6719,-122.374,436000,423416,12583,2.9,1460,8,7
47.5481,-122.374,350000,402097,-52097,-14.9,1460,8,9
47.6012,-122.141,450000,463371,-13371,-3.0,1460,8,32
47.302,-122.123,345000,259065,85934,24.9,1800,7,28
47.5883,-121.991,697000,776348,-79348,-11.4,3220,9,11
47.4976,-122.262,119900,106671,13228,11.0,700,6,64
47.5285,-122.372,400000,342643,57356,14.3,1270,7,66
47.6587,-122.009,1300000,1317102,-17102,-1.3,4380,11,14
47.6456,-122.19,860000,1112334,-252334,-29.3,3560,10,29
47.4918,-122.178,274000,331215,-57215,-20.9,1400,7,57
47.3102,-122.042,460000,479629,-19629,-4.3,2930,8,25
47.6362,-122.322,1095000,759547,335452,30.6,3064,7,25
47.7739,-122.227,528000,762819,-234819,-44.5,2810,8,12
47.4526,-122.284,204950,247210,-42260,-20.6,1130,7,59
47.602,-122.311,549900,405837,144062,26.2,1280,9,1
47.6876,-122.395,430000,391253,38746,9.0,990,7,68
47.3205,-122.33,183000,88998,94001,51.4,760,7,35
47.6821,-122.308,538000,642939,-104939,-19.5,1850,7,86
47.5517,-122.268,415000,516915,-101915,-24.6,2500,8,49
47.6217,-122.198,815000,379072,435927,53.5,1370,7,60
47.7595,-122.23,375000,418119,-43119,-11.5,1160,7,39
47.5904,-122.389,723000,733075,-10075,-1.4,2430,8,87
47.6464,-122.391,740000,840255,-100255,-13.5,2230,8,87
47.7025,-122.198,450000,449000,999,0.2,1850,7,33
47.5414,-121.864,650000,766799,-116799,-18.0,3260,9,12
47.5298,-121.887,750000,547938,202061,26.9,2990,8,21
47.2656,-122.217,220000,360586,-140586,-63.9,1980,8,25
47.6166,-122.291,1262000,773718,488281,38.7,2210,10,7
47.7116,-122.214,335000,301296,33703,10.1,990,7,45
47.4897,-122.24,239900,109187,130712,54.5,1000,6,72
47.2021,-121.999,219950,81618,138331,62.9,1200,7,56
47.384,-122.322,349950,361594,-11644,-3.3,2140,7,24
47.3559,-122.0,515000,731803,-216803,-42.1,3400,9,10
47.4297,-122.152,225000,154830,70169,31.2,910,7,34
47.5876,-122.391,570000,588248,-18248,-3.2,1540,7,107
47.7217,-122.03,457000,449985,7014,1.5,1440,8,9
47.3355,-122.331,278000,280767,-2767,-1.0,2170,7,53
47.5664,-122.129,866059,744586,121472,14.0,3130,9,1
47.6929,-122.287,476500,404941,71558,15.0,1200,7,70
47.5455,-122.211,2351960,1382237,969722,41.2,5010,11,1
47.6395,-122.279,1272000,952852,319147,25.1,3020,8,88
47.7323,-122.116,675000,710305,-35305,-5.2,2320,8,37
47.3008,-122.386,450000,858920,-408920,-90.9,3931,10,1
47.6713,-122.152,500000,447924,52075,10.4,2030,7,47
47.5545,-122.365,307000,215094,91905,29.9,1310,6,86
47.4709,-122.26,285000,389333,-104333,-36.6,1720,7,53
47.5333,-122.22,1375000,1353081,21918,1.6,3760,11,46
47.5624,-122.291,441000,297651,143348,32.5,1150,6,100
47.6921,-122.38,395000,375243,19756,5.0,1500,6,90
47.7733,-122.351,500000,674885,-174885,-35.0,2270,8,16
47.6479,-122.367,683500,495105,188394,27.6,1820,7,69
47.3381,-122.289,274000,236321,37678,13.8,1950,7,53
47.5458,-122.227,1081000,723086,357913,33.1,2100,9,54
47.6646,-122.367,540000,401024,138975,25.7,1630,8,1
47.3363,-122.331,339900,483007,-143107,-42.1,2340,8,34
47.5044,-122.35,425000,225737,199262,46.9,1260,6,90
47.6776,-122.318,438000,455584,-17584,-4.0,1270,8,15
47.6955,-122.116,456000,335230,120769,26.5,1700,7,38
47.5139,-122.189,449400,442536,6863,1.5,2490,7,8
47.4921,-122.275,210000,319620,-109620,-52.2,1200,6,110
47.6344,-122.369,1320000,1000542,319457,24.2,2120,8,107
47.6217,-122.034,577500,710764,-133264,-23.1,2280,9,31
47.5719,-121.999,602000,474360,127639,21.2,2000,8,25
47.4139,-122.208,265000,273518,-8518,-3.2,1940,7,53
47.5798,-122.393,460000,449010,10989,2.4,1090,8,64
47.5888,-122.011,635000,507601,127398,20.1,2470,7,28
47.6401,-122.108,700000,570646,129353,18.5,2340,8,40
47.7753,-122.375,413000,531432,-118432,-28.7,1520,8,19
47.7451,-122.313,345000,492567,-147567,-42.8,1540,7,60
47.5534,-122.16,690000,718679,-28679,-4.2,2430,9,37
47.2706,-122.254,215000,91207,123792,57.6,1322,7,6
47.5344,-122.381,389250,369987,19262,4.9,1490,7,59
47.568,-122.153,1088890,1116949,-28059,-2.6,3460,9,41
47.4648,-122.144,316500,297269,19230,6.1,1770,7,10
47.6515,-122.375,530000,410551,119448,22.5,1410,8,5
47.6387,-122.405,2950000,1340094,1609905,54.6,4470,11,5
47.7074,-122.29,392500,520775,-128275,-32.7,1950,7,54
47.7511,-122.111,562000,685520,-123520,-22.0,2560,8,35
47.6427,-122.408,3200000,2160246,1039753,32.5,7100,13,82
47.6776,-122.324,530000,327656,202343,38.2,1365,7,12
47.4868,-122.141,540000,580560,-40560,-7.5,2830,8,10
47.5413,-122.174,491500,577206,-85706,-17.4,2230,8,41
47.3685,-122.048,390000,468643,-78643,-20.2,2770,7,35
47.6388,-122.149,1115000,984432,130567,11.7,3180,10,37
47.5363,-122.377,760000,726984,33015,4.3,3300,9,1
47.6829,-122.378,560000,425412,134587,24.0,1660,7,70
47.5341,-121.866,563500,455217,108282,19.2,2190,8,16
47.4913,-122.154,350000,378488,-28488,-8.1,1630,8,16
47.3962,-122.309,310000,322329,-12329,-4.0,1860,7,52
47.7088,-122.302,500000,625957,-125957,-25.2,2260,7,13
47.528,-122.352,287000,277840,9159,3.2,950,7,64
47.654,-122.088,805000,1048901,-243901,-30.3,2690,10,18
47.5436,-122.187,462370,544167,-81797,-17.7,1860,8,29
47.6748,-122.386,632500,644435,-11935,-1.9,1770,7,109
47.5382,-122.23,1200000,1040767,159232,13.3,3180,11,29
47.5806,-122.379,665000,885744,-220744,-33.2,2600,8,89
47.3565,-121.94,322000,187893,134106,41.6,1760,7,27
47.5108,-122.165,229000,199002,29997,13.1,940,7,57
47.6242,-122.04,610000,833462,-223462,-36.6,2410,9,25
47.5803,-122.227,715000,634731,80268,11.2,1900,9,49
47.5546,-122.377,373000,483938,-110938,-29.7,1770,7,89
47.4396,-122.353,1309500,1500767,-191267,-14.6,2680,9,59
47.3683,-122.147,222000,220154,1845,0.8,1310,7,47
47.6261,-122.355,453500,380712,72787,16.1,1000,6,91
47.6735,-122.393,535000,436375,98624,18.4,1580,7,70
47.4826,-122.149,585000,750721,-165721,-28.3,3080,9,7
47.7393,-122.2,585000,667411,-82411,-14.1,2480,8,36
47.7221,-122.371,506000,608567,-102567,-20.3,1570,8,63
47.7262,-122.06,762500,1056781,-294281,-38.6,3330,10,29
47.5459,-121.997,477000,215893,261106,54.7,1260,7,12
47.6834,-122.306,690000,695265,-5265,-0.8,2540,8,56
47.3215,-122.399,279900,133251,146648,52.4,1280,6,73
47.4459,-122.124,350000,510339,-160339,-45.8,2470,8,31
47.449,-121.756,476500,401363,75136,15.8,2250,8,17
47.4557,-122.181,225000,187673,37326,16.6,990,7,49
47.432,-122.276,294950,418086,-123136,-41.7,1740,7,58
47.3333,-122.055,280000,244973,35026,12.5,2200,7,7
47.4298,-122.102,400000,467996,-67996,-17.0,1860,9,13
47.6971,-122.317,290000,484116,-194116,-66.9,1020,7,85
47.5513,-122.264,425000,410912,14087,3.3,1440,7,63
47.2861,-122.253,159000,203344,-44344,-27.9,1360,7,62
47.6826,-122.298,590000,471593,118406,20.1,1410,7,68
47.6746,-122.315,655100,532678,122421,18.7,1220,7,93
47.6709,-122.337,1030000,1038179,-8179,-0.8,2750,9,110
47.5072,-122.252,361000,574531,-213531,-59.1,2470,7,42
47.3612,-122.081,324950,238084,86865,26.7,2110,7,2
47.3577,-122.16,249000,144113,104886,42.1,1360,7,21
47.5277,-122.174,657000,609307,47692,7.3,2640,8,20
47.6767,-122.35,875000,814840,60159,6.9,2520,8,94
47.3925,-122.161,255000,318897,-63897,-25.1,1830,7,38
47.6539,-122.408,616000,544177,71822,11.7,1700,8,58
47.6842,-122.309,627000,625124,1875,0.3,1940,7,88
47.7407,-122.3,380000,474207,-94207,-24.8,1380,7,67
47.3577,-122.038,275000,239956,35043,12.7,1620,7,26
47.4873,-121.783,375000,413123,-38123,-10.2,1670,8,47
47.6361,-122.047,750000,833961,-83961,-11.2,3140,9,36
47.6437,-122.321,1300000,1198973,101026,7.8,4060,9,91
47.6088,-122.294,675000,697072,-22072,-3.3,1510,8,110
47.5476,-122.005,376000,343697,32302,8.6,1340,8,12
47.7594,-122.361,506000,697421,-191421,-37.8,2180,8,54
47.3785,-122.023,380000,502339,-122339,-32.2,2420,9,6
47.4326,-122.341,452000,753758,-301758,-66.8,2600,8,59
47.528,-122.224,896000,786414,109585,12.2,2520,8,55
47.6059,-122.3,548500,506412,42087,7.7,1740,7,91
47.737,-122.305,385000,604126,-219126,-56.9,2080,7,67
47.7281,-122.311,431000,472591,-41591,-9.7,1500,7,62
47.774,-122.134,495000,593721,-98721,-19.9,2070,7,47
47.7024,-122.346,358803,406561,-47758,-13.3,1040,7,71
47.7167,-122.202,355000,391681,-36681,-10.3,1240,7,53
47.7712,-122.285,429950,714824,-284874,-66.3,2060,8,48
47.5359,-122.28,410000,514597,-104597,-25.5,2020,7,94
47.6755,-122.331,579100,442374,136725,23.6,1070,7,91
47.7089,-122.23,432100,550525,-118425,-27.4,1840,8,39
47.5979,-121.974,800000,789156,10843,1.4,3150,9,11
47.7358,-122.076,465000,530404,-65404,-14.1,1810,7,54
47.3229,-122.348,219000,181617,37382,17.1,1060,7,53
47.4281,-122.343,389999,410481,-20482,-5.3,1890,7,47
47.7433,-121.982,364950,549453,-184503,-50.6,2310,7,37
47.2411,-122.043,243950,60630,183319,75.1,1120,6,54
47.5547,-122.178,585000,577412,7587,1.3,2560,8,55
47.4799,-122.296,82500,-38116,120616,146.2,520,5,64
47.6977,-122.365,370000,359245,10754,2.9,860,7,59
47.3739,-122.126,347000,522252,-175252,-50.5,2770,8,26
47.6887,-122.307,510000,724284,-214284,-42.0,2240,8,86
47.5814,-122.312,415000,687578,-272578,-65.7,2520,7,106
47.4902,-122.154,405000,354510,50489,12.5,2220,7,14
47.6433,-122.3,1050000,724868,325131,31.0,2090,8,84
47.7642,-122.149,435000,413214,21785,5.0,1780,7,13
47.6285,-122.301,713500,745006,-31506,-4.4,1720,8,107
47.5519,-122.001,812000,807756,4243,0.5,3370,9,8
47.7597,-122.263,480000,614688,-134688,-28.1,1760,8,56
47.7351,-122.295,682500,797102,-114602,-16.8,3500,7,35
47.739,-122.253,379950,513295,-133345,-35.1,1690,7,59
47.5468,-122.231,895000,999666,-104666,-11.7,3500,10,38
47.7159,-122.251,2205000,1022107,1182892,53.6,3430,10,1
47.5015,-122.35,285000,107712,177287,62.2,790,6,59
47.4319,-122.328,340000,289995,50004,14.7,1720,7,16
47.4793,-121.776,450000,450557,-557,-0.1,2300,7,60
47.3815,-122.313,257950,182664,75285,29.2,1370,7,28
47.6368,-122.218,845000,572827,272172,32.2,1720,8,64
47.688,-122.281,849000,756937,92062,10.8,2450,8,64
47.5816,-122.197,1100000,766302,333697,30.3,2210,9,38
47.5119,-122.329,150000,252467,-102467,-68.3,820,7,61
47.6719,-122.301,613200,675226,-62026,-10.1,2050,7,88
47.6051,-122.311,682000,873190,-191190,-28.0,1830,8,112
47.2795,-122.353,228950,171594,57355,25.1,1200,7,47
47.5388,-121.89,536000,472628,63371,11.8,2880,7,9
47.3809,-122.097,332000,356686,-24686,-7.4,1980,8,11
47.6623,-122.152,565000,633344,-68344,-12.1,2230,8,46
47.3182,-122.319,253400,264838,-11438,-4.5,1400,7,47
47.7205,-121.93,380000,367607,12392,3.3,1200,7,32
47.459,-122.205,295000,285179,9820,3.3,1590,7,31
47.6854,-122.373,585000,666127,-81127,-13.9,1670,8,84
47.3188,-122.38,359999,649858,-289859,-80.5,3220,8,39
47.3431,-122.304,256400,211174,45225,17.6,1490,7,52
47.7152,-122.342,515000,759674,-244674,-47.5,2440,8,33
47.7065,-122.279,675000,711618,-36618,-5.4,2220,8,65
47.5529,-122.027,605000,602705,2294,0.4,3240,7,52
47.542,-121.792,474950,381314,93635,19.7,2250,7,28
47.3375,-122.276,234950,198550,36399,15.5,1450,7,48
47.3511,-122.266,639900,834028,-194128,-30.3,3380,10,18
47.5083,-122.336,230000,182333,47666,20.7,900,6,76
47.3231,-122.215,190000,88635,101364,53.3,1200,6,62
47.6846,-122.037,635000,560424,74575,11.7,2620,7,13
47.489,-122.14,551500,683900,-132400,-24.0,2950,9,9
47.4324,-122.197,237000,215789,21210,8.9,1490,7,10
47.7354,-122.219,262500,510437,-247937,-94.5,1140,7,66
47.5175,-122.205,235000,189517,45482,19.4,820,6,61
47.6826,-122.311,719000,699929,19070,2.7,2210,7,89
47.5601,-122.363,285000,163384,121615,42.7,1100,7,7
47.2615,-122.252,270500,318782,-48282,-17.8,2406,8,9
47.7365,-122.337,394999,493328,-98329,-24.9,1730,7,57
47.739,-122.249,345000,530053,-185053,-53.6,2020,7,60
47.5209,-122.286,280000,356827,-76827,-27.4,1670,7,58
47.5075,-122.35,185000,189460,-4460,-2.4,1590,6,73
47.5581,-122.363,313500,317320,-3820,-1.2,1270,8,9
47.5271,-122.381,690000,860254,-170254,-24.7,2590,9,71
47.4606,-122.283,190000,295465,-105465,-55.5,1370,7,28
47.5451,-122.114,900000,2030701,-1130701,-125.6,7120,12,8
47.6154,-122.21,2300000,1024177,1275822,55.5,4250,9,11
47.4487,-122.205,462000,692291,-230291,-49.8,3070,9,9
47.7042,-122.371,665000,703571,-38571,-5.8,2420,7,69
47.6371,-122.327,499950,360187,139762,28.0,1060,8,10
47.4841,-121.772,504058,531906,-27848,-5.5,2910,8,2
47.5357,-122.073,571000,465945,105054,18.4,2140,8,10
47.6666,-122.367,630000,522949,107050,17.0,1880,8,8
47.7464,-122.317,277000,384564,-107564,-38.8,1140,7,59
47.6521,-122.413,650000,765036,-115036,-17.7,2300,8,77
47.7024,-122.359,417500,415575,1924,0.5,1160,6,98
47.2625,-122.3,221000,170283,50716,22.9,1640,7,31
47.6846,-122.268,1161000,1008764,152235,13.1,2960,8,66
47.675,-122.393,425000,423250,1749,0.4,910,6,110
47.3305,-122.285,265000,213367,51632,19.5,1630,7,24
47.3539,-122.054,254000,188085,65914,26.0,1470,7,23
47.3519,-122.197,436472,543453,-106981,-24.5,2692,9,1
47.67,-122.389,500000,427284,72715,14.5,1520,7,15
